Establishment Name,Inspection Date,Severity,Latitude,Longitude,Infraction Details
SAFARI BAR AND GRILL,2023-09-19,C - Crucial,43.7291,-79.41803,Store ice in unsanitary manner - Sec.  26(5) 
SAI-LILA KHAMAN DHOKLA HOUSE,2022-08-12,C - Crucial,43.76798,-79.22903,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SAI-LILA KHAMAN DHOKLA HOUSE,2023-07-07,C - Crucial,43.76798,-79.22903,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SAM'S FOOD STORE,2022-11-08,C - Crucial,43.69206,-79.44026,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
SAM'S FOOD STORE,2023-06-13,C - Crucial,43.65798,-79.3712,Display potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SAMMI,2024-05-14,C - Crucial,43.68017,-79.34019,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SAMOSA PALACE,2022-10-15,C - Crucial,43.74838,-79.47911,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SAMPAGUITA VILLAGE RESTAURANT,2023-11-01,C - Crucial,43.73723,-79.43658,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food areas - Sec.  33(1)(e)
SAMRAT INDIAN CUISINE,2024-03-26,C - Crucial,43.65513,-79.41603,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SAN FRANCESCO ITALIAN SANDWICHES - FB 707 - CNE 2024,2022-08-30,C - Crucial,43.6372,-79.41004,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SANDBOX DAY CARE,2024-05-30,C - Crucial,43.76521,-79.20545,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
SANQIN RESTAURANT,2023-10-18,C - Crucial,43.76048,-79.41103,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
SARKER FOODS,2022-10-04,C - Crucial,43.69077,-79.29135,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SARKER FOODS,2022-10-04,C - Crucial,43.69077,-79.29135,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SARKER FOODS,2023-06-29,C - Crucial,43.69077,-79.29135,Food premise maintained in manner permitting adverse effect on food - Sec. 7(1)(a)(iii) 
SATAY ON THE ROAD,2024-01-25,C - Crucial,43.7055,-79.37539,Offer for sale potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SATAY ON THE ROAD,2024-01-25,C - Crucial,43.7055,-79.37539,Fail to ensure food handler in food premise refrains from conduct that could result in contamination of food - Sec. 33(1)(h) 
SAVOURS FRESH MARKET,2022-07-05,C - Crucial,43.71784,-79.4291,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SAVOURS FRESH MARKET,2024-03-27,C - Crucial,43.71784,-79.4291,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
SCADDABUSH ITALIAN KITCHEN & BAR,2024-05-16,C - Crucial,43.73644,-79.34423,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SCARBOROUGH RETIREMENT RESIDENCE,2023-01-10,C - Crucial,43.74091,-79.21868,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SCARBOROUGH RETIREMENT RESIDENCE,2023-05-01,C - Crucial,43.74091,-79.21868,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SCARBOROUGH RETIREMENT RESIDENCE,2023-05-01,C - Crucial,43.74091,-79.21868,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SCARBOROUGH RETIREMENT RESIDENCE,2024-05-28,C - Crucial,43.74091,-79.21868,Food premise maintained in manner permitting adverse effect on food - Sec. 7(1)(a)(iii) 
SCHOOL,2023-11-23,C - Crucial,43.63788,-79.42436,Fail to ensure storage racks designed to protect against contamination - Sec. 31
SCHOOL,2023-11-23,C - Crucial,43.63788,-79.42436,Fail to ensure food handler in food premise refrains from conduct that could result in contamination of food - Sec. 33(1)(h) 
SEARA BAKERY,2023-06-15,C - Crucial,43.70278,-79.47647,Store ice in unsanitary manner - Sec.  26(5) 
SEASPRAY,2023-02-02,C - Crucial,43.67864,-79.29822,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SECOND CUP,2022-12-20,C - Crucial,43.71972,-79.43146,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SECOND CUP,2023-10-04,C - Crucial,43.66541,-79.38791,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SECOND CUP,2023-10-11,C - Crucial,43.66541,-79.38791,Food premise maintained in manner to permit contamination of single-service containers - Sec. 7(1)(h)  
SECOND CUP COFFEE,2023-08-31,C - Crucial,43.68883,-79.41244,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
SECOND CUP COFFEE,2023-08-31,C - Crucial,43.68883,-79.41244,Store ice in unsanitary manner - Sec.  26(5) 
SEOUL HOUSE,2023-04-20,C - Crucial,43.71838,-79.45584,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
SEOUL HOUSE,2023-04-20,C - Crucial,43.71838,-79.45584,Store ice in unsanitary manner - Sec.  26(5) 
SEOUL HOUSE,2023-04-20,C - Crucial,43.71838,-79.45584,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SERANO BAKERY,2023-07-10,C - Crucial,43.68282,-79.34677,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SHAHEEN TIKKA KABAB HOUSE,2023-05-02,C - Crucial,43.71355,-79.3356,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SHAHEEN TIKKA KABAB HOUSE,2024-04-10,C - Crucial,43.71355,-79.3356,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SHAHI RASOI,2023-03-22,C - Crucial,43.70555,-79.34626,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
SHAHI RASOI,2023-03-22,C - Crucial,43.70555,-79.34626,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
SHAHI RASOI,2023-03-22,C - Crucial,43.70555,-79.34626,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SHAHI RASOI,2023-05-10,C - Crucial,43.7571,-79.31241,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SHALOM ETHIOPIAN RESTAURANT,2022-08-02,C - Crucial,43.66745,-79.36925,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SHALOM ETHIOPIAN RESTAURANT,2022-08-02,C - Crucial,43.66745,-79.36925,Store ice in unsanitary manner - Sec.  26(5) 
SHAMBHALA KITCHEN,2023-07-21,C - Crucial,43.64106,-79.4343,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SHANGHAI 360,2024-06-17,C - Crucial,43.77775,-79.3445,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
SHAWARBITE,2024-02-07,C - Crucial,43.74773,-79.34875,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
SHAWARMA CLUB,2023-08-18,C - Crucial,43.64887,-79.54956,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SHAWARMA CLUB,2023-08-18,C - Crucial,43.64887,-79.54956,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SHAWARMA CLUB,2023-08-18,C - Crucial,43.64887,-79.54956,Fail to maintain records of food purchased  - Sec. 29(2)  
SHAWARMA DADDY,2022-08-11,C - Crucial,43.78543,-79.2796,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SHAWARMA MAX,2023-09-11,C - Crucial,43.76994,-79.41278,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SHAWARMA MAX,2024-03-20,C - Crucial,43.76994,-79.41278,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SHAWARMA MOOSE,2023-07-28,C - Crucial,43.65378,-79.4255,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SHAWARMA Q,2023-05-02,C - Crucial,43.6652,-79.38708,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SHAWL CAFE,2024-02-23,C - Crucial,43.66167,-79.4262,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SHINYI HANDMADE DUMPLINGS,2022-11-18,C - Crucial,43.66783,-79.38549,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SHIRIN KEBAB,2024-04-16,C - Crucial,43.72553,-79.29949,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SHISH,2023-03-30,C - Crucial,43.66299,-79.3305,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SHOELESS JOE'S SPORTS GRILL,2023-07-10,C - Crucial,43.67288,-79.47085,Store ice in unsanitary manner - Sec.  26(5) 
SHOELESS JOE'S SPORTS GRILL,2023-10-23,C - Crucial,43.67288,-79.47085,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SHOELESS JOE'S SPORTS GRILL,2023-04-20,C - Crucial,43.71838,-79.45584,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SHOELESS JOE'S SPORTS GRILL,2023-08-28,C - Crucial,43.71838,-79.45584,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SHOPPERS DRUG MART,2024-02-14,C - Crucial,43.64602,-79.39235,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SHOPPERS DRUG MART,2024-03-01,C - Crucial,43.64602,-79.39235,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SHOUSHIN,2022-11-16,C - Crucial,43.73133,-79.40421,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SHUN HING NOODLES & FOOD PRODUCTS LTD,2023-04-25,C - Crucial,43.80702,-79.24427,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food areas - Sec.  33(1)(e)
SHY COFFEE COMPANY,2024-06-10,C - Crucial,43.64349,-79.40559,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SHY COFFEE COMPANY,2024-06-10,C - Crucial,43.64349,-79.40559,Food premise maintained in manner permitting adverse effect on food - Sec. 7(1)(a)(iii) 
SI LOM THAI BISTRO,2023-11-13,C - Crucial,43.66504,-79.38086,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SIDEBAR,2023-03-22,C - Crucial,43.67628,-79.35681,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SIEMPRE RESTAURANT,2022-07-15,C - Crucial,43.64341,-79.39231,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SIGNATURE FINE DINING RESTAURANT,2024-03-15,C - Crucial,43.64743,-79.38677,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SIGNATURE FINE DINING RESTAURANT,2024-03-15,C - Crucial,43.64743,-79.38677,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SILVA GROCERIES LTD.,2023-12-07,C - Crucial,43.67018,-79.45554,Have on food premise meat not labelled - Sec. 38(1)
SILVA GROCERIES LTD.,2023-12-07,C - Crucial,43.67018,-79.45554,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SILVER POT RESTAURANT VEG& NON VEG,2024-04-17,C - Crucial,43.7517,-79.26149,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SIMBA'S HOT CHICKEN,2022-07-05,C - Crucial,43.74773,-79.34875,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
SIMBA'S HOT CHICKEN,2023-06-21,C - Crucial,43.74773,-79.34875,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food areas - Sec.  33(1)(e)
SIMPLE BURGER,2023-02-06,C - Crucial,43.66342,-79.41871,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SINALOA FACTORY,2024-02-21,C - Crucial,43.67825,-79.34753,Store ice in unsanitary manner - Sec.  26(5) 
SINALOA FACTORY,2024-02-21,C - Crucial,43.67825,-79.34753,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SKARDARLIJA BAR,2022-09-07,C - Crucial,43.6396,-79.44177,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SKCOOKKS,2022-06-23,C - Crucial,43.63961,-79.42213,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SKY DRAGON CHINESE RESTAURANT,2022-11-28,C - Crucial,43.65261,-79.39803,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SKYLAND FOOD MART INC.,2022-10-27,C - Crucial,43.76092,-79.21922,Fail to ensure room kept free from live birds or animals - Sec. 14(1)
SKYLAND FOOD MART INC.,2022-10-27,C - Crucial,43.76092,-79.21922,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SKYLAND FOOD MART,2023-03-02,C - Crucial,43.76092,-79.21922,Fail to ensure room kept free from live birds or animals - Sec. 14(1)
SKYLAND FOOD MART,2023-03-02,C - Crucial,43.76092,-79.21922,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SKYLINE PIZZA INC,2022-08-22,C - Crucial,43.78347,-79.29895,Refrigerate potentially hazardous foods at internal temperature above 4 C - Sec. 30(a)
SLAB BURGERS,2022-10-21,C - Crucial,43.66819,-79.38834,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SLICE & BITES,2023-03-13,C - Crucial,43.71795,-79.42977,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
SLICE & BITES,2023-03-13,C - Crucial,43.71795,-79.42977,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SMALL POT RESTAURANT,2024-03-27,C - Crucial,43.77322,-79.33271,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SMALL POT RESTAURANT,2024-03-27,C - Crucial,43.77322,-79.33271,Fail to ensure room kept free from live birds or animals - Sec. 14(1)
SMALL POT RESTAURANT,2024-03-27,C - Crucial,43.77322,-79.33271,Fail to ensure storage shelves designed to protect against contamination - Sec. 31
SMOKESHOW BBQ & BREW,2023-10-16,C - Crucial,43.70717,-79.39001,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
SMOKESHOW BBQ & BREW,2023-10-16,C - Crucial,43.70717,-79.39001,Food premise maintained in manner permitting adverse effect on food - Sec. 7(1)(a)(iii) 
SO FAMOUS,2024-03-11,C - Crucial,43.66635,-79.40588,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SO FAMOUS,2024-03-11,C - Crucial,43.66635,-79.40588,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SO'S FAST KITCHEN,2023-10-03,C - Crucial,43.79855,-79.31837,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SOUK TABULE,2023-10-05,C - Crucial,43.64189,-79.39783,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SOUTH ST. BURGER,2024-01-25,C - Crucial,43.7343,-79.3437,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SOUTH ST. BURGER,2024-01-25,C - Crucial,43.7343,-79.3437,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SOUTH ST. BURGER CO.,2023-01-16,C - Crucial,43.7103,-79.36287,Refrigerate potentially hazardous foods at internal temperature above 4 C - Sec. 30(a)
SOUV LIKE,2023-04-12,C - Crucial,43.67949,-79.34536,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SOUVLAKI HUT,2023-10-17,C - Crucial,43.67116,-79.29598,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
SP Importers Supermarket,2024-05-23,C - Crucial,43.75378,-79.25401,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SPENCE'S BAKERY,2023-08-01,C - Crucial,43.69746,-79.44098,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SPENCE'S BAKERY,2023-10-23,C - Crucial,43.69746,-79.44098,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SPENCE'S BAKERY,2024-03-07,C - Crucial,43.69746,-79.44098,Fail to process food in manner safe to eat - Sec. 26(2)
SPICE CLUB INDIAN RESTAURANT,2023-08-14,C - Crucial,43.77213,-79.18622,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SPICY WORLD,2023-02-27,C - Crucial,43.78659,-79.27669,Fail to protect food from contamination or adulteration - Sec. 26(1) 
ST CLAIR BAR & GRILL,2022-11-23,C - Crucial,43.70739,-79.29566,Fail to protect food from contamination or adulteration - Sec. 26(1) 
ST CLAIR BAR & GRILL,2022-11-23,C - Crucial,43.70739,-79.29566,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
ST. ANDREWS FISH & CHIP RESTAURANT,2022-09-21,C - Crucial,43.77149,-79.25278,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
ST. CLAIR O'CONNOR COMMUNITY INC.,2023-07-05,C - Crucial,43.70545,-79.31186,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
ST. GEORGE CARE COMMUNITY,2023-09-18,C - Crucial,43.67254,-79.40146,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
ST. GEORGE CARE COMMUNITY,2023-09-18,C - Crucial,43.67254,-79.40146,Fail to protect food from contamination or adulteration - Sec. 26(1) 
"ST. JOSEPH'S COLLEGE SCHOOL, MAIN KITCHEN",2022-09-06,C - Crucial,43.66445,-79.38887,Fail to protect food from contamination or adulteration - Sec. 26(1) 
ST. LOUIS BAR AND GRILL,2024-06-06,C - Crucial,43.75364,-79.35785,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
ST. LOUIS BAR AND GRILL,2024-06-06,C - Crucial,43.75364,-79.35785,Fail to ensure food handler in food premise refrains from conduct that could result in contamination of food - Sec. 33(1)(h) 
ST. MICHAEL'S HOUSE,2022-10-26,C - Crucial,43.65826,-79.42983,Refrigerate potentially hazardous foods at internal temperature above 4 C - Sec. 30(a)
ST. OSCAR ROMERO CATHOLIC SECONDARY SCHOOL,2022-09-14,C - Crucial,43.68034,-79.4808,Fail to protect food from contamination or adulteration - Sec. 26(1) 
ST. PETER AND PAUL RESIDENCE,2023-06-07,C - Crucial,43.78835,-79.24013,Fail to protect food from contamination or adulteration - Sec. 26(1) 
STACKED PANCAKE & BREAKFAST HOUSE,2023-04-27,C - Crucial,43.67755,-79.35095,Hot-holding potentially hazardous foods at internal temperature below 60 C - Sec. 30(a)
STACKED PANCAKE & BREAKFAST HOUSE,2023-04-27,C - Crucial,43.67755,-79.35095,Refrigerate potentially hazardous foods at internal temperature above 4 C - Sec. 30(a)
STACY'S ISLAND FLAVOR RESTAURANT,2024-04-10,C - Crucial,43.77605,-79.31813,Display potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
STARBUCKS,2024-02-21,C - Crucial,43.74181,-79.31311,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
STARBUCKS COFFEE CO (East Side),2023-09-19,C - Crucial,43.72608,-79.45147,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
STARBUCKS COFFEE CO (East Side),2023-09-19,C - Crucial,43.72608,-79.45147,Fail to protect food from contamination or adulteration - Sec. 26(1) 
STARBUCKS COFFEE CO (East Side),2023-09-19,C - Crucial,43.72608,-79.45147,Store ice in unsanitary manner - Sec.  26(5) 
STARFISH MARKET,2023-01-27,C - Crucial,43.6839,-79.56485,Fail to process food in manner safe to eat - Sec. 26(2)
STEVAG RESTAURANT & BAR,2024-04-02,C - Crucial,43.74875,-79.5185,Fail to process food in manner safe to eat - Sec. 26(2)
STONE WELL PUB,2022-08-05,C - Crucial,43.68706,-79.27143,Food premise maintained in manner permitting adverse effect on food - Sec. 7(1)(a)(iii) 
STREET GRILL,2023-08-29,C - Crucial,43.79439,-79.35396,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
STREET GRILL,2024-05-17,C - Crucial,43.79439,-79.35396,Food premise maintained in manner permitting adverse effect on food - Sec. 7(1)(a)(iii) 
SUBWAY,2024-04-15,C - Crucial,43.67705,-79.35561,Fail to process food in manner safe to eat - Sec. 26(2)
SUBWAY,2024-04-15,C - Crucial,43.67705,-79.35561,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
SUBWAY,2023-06-12,C - Crucial,43.67073,-79.38555,Refrigerate potentially hazardous foods at internal temperature above 4 C - Sec. 30(a)
SUBWAY,2024-04-26,C - Crucial,43.65494,-79.37868,Food premise maintained in manner permitting health hazard - Sec. 7(1)(a)(i)    
SUBWAY,2024-02-08,C - Crucial,43.73016,-79.40323,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SUBWAY,2023-06-19,C - Crucial,43.77377,-79.34053,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SUBWAY,2022-07-27,C - Crucial,43.66662,-79.3763,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SUMAQ,2024-06-03,C - Crucial,43.7442,-79.29778,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
SUN ON FOOD COMPANY,2023-02-24,C - Crucial,43.82569,-79.25217,Fail to ensure food handler in food premise refrains from conduct that could result in contamination of food - Sec. 33(1)(h) 
SUN SUN FRUIT MARKET,2024-03-18,C - Crucial,43.67823,-79.44284,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SUN SUN FRUIT MARKET,2024-03-19,C - Crucial,43.67823,-79.44284,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SUN-UP BARBECUE CO,2023-07-05,C - Crucial,43.72697,-79.43127,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SUN-UP BARBECUE CO,2023-11-30,C - Crucial,43.72697,-79.43127,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SUN-UP BARBECUE CO,2023-11-30,C - Crucial,43.72697,-79.43127,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SUNNY MORNING,2022-08-15,C - Crucial,43.6865,-79.39365,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
SUNNY'S,2023-07-12,C - Crucial,43.72194,-79.37788,Refrigerate potentially hazardous foods at internal temperature above 4 C - Sec. 30(a)
SUNRISE CARIBBEAN RESTAURANT,2023-01-12,C - Crucial,43.75616,-79.51797,Hot-holding potentially hazardous foods at internal temperature below 60 C - Sec. 30(a)
SUNRISE CARIBBEAN RESTAURANT,2024-01-22,C - Crucial,43.75616,-79.51797,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
SUNRISE CARIBBEAN RESTAURANT,2024-01-29,C - Crucial,43.67429,-79.47061,Display potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SUNRISE CARIBBEAN RESTAURANT,2024-01-29,C - Crucial,43.67429,-79.47061,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SUNRISE CARIBBEAN RESTAURANT,2022-11-21,C - Crucial,43.76122,-79.3251,Fail to ensure food handler in food premise refrains from conduct that could result in contamination of food - Sec. 33(1)(h) 
SUNSET GRILL,2023-02-10,C - Crucial,43.7103,-79.36287,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SUNSET GRILL,2023-02-10,C - Crucial,43.7103,-79.36287,Refrigerate potentially hazardous foods at internal temperature above 4 C - Sec. 30(a)
SUNSHINE WHOLESOME MARKET,2024-01-17,C - Crucial,43.65366,-79.42665,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SURATI BROTHERS INDIAN GROCERY STORE,2023-02-22,C - Crucial,43.76345,-79.30132,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SURREAL FOOD CO,2023-08-01,C - Crucial,43.69989,-79.4295,Fail to ensure storage shelves designed to protect against contamination - Sec. 31
SUSHI & SUSHI,2024-03-14,C - Crucial,43.71031,-79.38185,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SUSHI INN,2024-04-12,C - Crucial,43.67033,-79.39195,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SUSHI MUGEN,2022-09-26,C - Crucial,43.66191,-79.33559,Food premise maintained in manner permitting adverse effect on food - Sec. 7(1)(a)(iii) 
SUSHI MUGEN,2023-06-05,C - Crucial,43.66191,-79.33559,Fail to ensure storage shelves designed to protect against contamination - Sec. 31
SUSHI STYLE,2022-09-26,C - Crucial,43.65652,-79.37815,Store ice in unsanitary manner - Sec.  26(5) 
SUSHI SUPREME,2022-12-05,C - Crucial,43.70191,-79.38731,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SUSHI ZONE,2023-07-27,C - Crucial,43.70017,-79.3974,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SUSHI ZONE,2023-07-27,C - Crucial,43.70017,-79.3974,Refrigerate potentially hazardous foods at internal temperature above 4 C - Sec. 30(a)
SUSHIMOTO RESTAURANT & BAR,2023-05-31,C - Crucial,43.76402,-79.41128,Display potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SUVAIYAKAM RESTAURANT,2022-06-22,C - Crucial,43.79956,-79.30685,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SUVAIYAKAM RESTAURANT,2023-01-31,C - Crucial,43.79956,-79.30685,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SWEET MAHAL,2023-06-12,C - Crucial,43.72064,-79.61409,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SWEETWAY CAFE EATERY,2024-04-19,C - Crucial,43.73539,-79.34805,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SWISS BAKERY & FAST FOOD,2023-09-14,C - Crucial,43.69071,-79.29183,Food premise maintained in manner permitting adverse effect on food - Sec. 7(1)(a)(iii) 
SWISS CHALET,2023-10-04,C - Crucial,43.71717,-79.4556,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SWISS CHALET,2023-10-04,C - Crucial,43.71717,-79.4556,Food premise maintained in manner to permit contamination of single-service containers - Sec. 7(1)(h)  
SWISS CHALET,2023-10-04,C - Crucial,43.71717,-79.4556,Food premise maintained in manner permitting health hazard (Insects) - Sec. 7(1)(a)(i)    
SWISS CHALET EXPRESS,2022-06-28,C - Crucial,43.67176,-79.29295,Food premise maintained in manner permitting health hazard (Insects) - Sec. 7(1)(a)(i)    
SWISS CHALET EXPRESS,2022-06-28,C - Crucial,43.67176,-79.29295,Fail to protect food from contamination or adulteration - Sec. 26(1) 
Scarborough Pizza & Kabob,2022-06-29,C - Crucial,43.74719,-79.28433,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
Scarborough Pizza & Kabob,2022-06-29,C - Crucial,43.74719,-79.28433,Fail to protect food from contamination or adulteration - Sec. 26(1) 
Shahi Karahi Restaurant,2023-02-16,C - Crucial,43.76095,-79.22396,Refrigerate potentially hazardous foods at internal temperature above 4 C - Sec. 30(a)
Shahi Karahi Restaurant,2023-05-30,C - Crucial,43.76095,-79.22396,Fail to protect food from contamination or adulteration - Sec. 26(1) 
Shahi Karahi Restaurant,2023-05-30,C - Crucial,43.76095,-79.22396,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
Shahi Karahi Restaurant,2023-12-11,C - Crucial,43.76095,-79.22396,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
Shahi Karahi Restaurant,2023-12-11,C - Crucial,43.76095,-79.22396,Food premise maintained in manner to permit contamination of single-service containers - Sec. 7(1)(h)  
