Establishment Name,Inspection Date,Severity,Latitude,Longitude,Infraction Details
DARBAND RESTAURANT,2022-07-06,C - Crucial,43.75505,-79.34867,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
DARBAR PERSIAN GRILL,2023-03-03,C - Crucial,43.73553,-79.41966,Store ice in unsanitary manner - Sec.  26(5) 
DARNA,2023-04-13,C - Crucial,43.70653,-79.37519,Fail to protect food from contamination or adulteration - Sec. 26(1) 
DATTA FOOD MANUFACTORY,2022-12-01,C - Crucial,43.8113,-79.25744,Display potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
DATTA FOOD MANUFACTORY,2023-04-05,C - Crucial,43.8113,-79.25744,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
DATTA FOOD MANUFACTORY,2023-07-19,C - Crucial,43.8113,-79.25744,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
DAVID MINTZ CATERING (CHRISTINA),2024-05-13,C - Crucial,43.65439,-79.34248,Food premise maintained in manner permitting health hazard - Sec. 7(1)(a)(i)    
DAWES CAFE,2023-04-19,C - Crucial,43.70297,-79.29719,Food premise maintained in manner permitting adverse effect on food - Sec. 7(1)(a)(iii) 
DAY'S KITCHEN,2023-05-29,C - Crucial,43.80659,-79.22201,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
DELHI TOUCH,2023-10-26,C - Crucial,43.72792,-79.43203,Fail to protect food from contamination or adulteration - Sec. 26(1) 
DELHI TOUCH,2023-10-26,C - Crucial,43.72792,-79.43203,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
DELHI TOUCH,2023-10-26,C - Crucial,43.72792,-79.43203,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
DELICIOUS EMPANADAS,2023-05-10,C - Crucial,43.69817,-79.4516,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
DELICIOUS EMPANADAS,2023-09-12,C - Crucial,43.69817,-79.4516,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
DELYSEES,2023-07-28,C - Crucial,43.65509,-79.34066,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
DELYSEES LUXURY DESSERTS,2023-07-07,C - Crucial,43.72608,-79.45147,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
DESI CHATKA RESTAURANT,2022-07-25,C - Crucial,43.76308,-79.20912,Fail to protect food from contamination or adulteration - Sec. 26(1) 
DESTA MARKET,2022-12-05,C - Crucial,43.67961,-79.34047,Fail to protect food from contamination or adulteration - Sec. 26(1) 
DHAKA KEBAB,2022-07-15,C - Crucial,43.69127,-79.28955,Food premise maintained in manner permitting adverse effect on food - Sec. 7(1)(a)(iii) 
DHAKA KITCHEN,2024-06-11,C - Crucial,43.70506,-79.28855,Hot-holding potentially hazardous foods at internal temperature below 60 C - Sec. 30(a)
DHAKA KITCHEN,2024-06-11,C - Crucial,43.70506,-79.28855,Fail to protect food from contamination or adulteration - Sec. 26(1) 
DILSE INDIAN RESTAURANT & BAR,2023-05-18,C - Crucial,43.64928,-79.45006,Fail to protect food from contamination or adulteration - Sec. 26(1) 
DIMITRI'S PLACE,2024-02-09,C - Crucial,43.59973,-79.50894,Fail to protect food from contamination or adulteration - Sec. 26(1) 
DISTRICT 28,2023-04-06,C - Crucial,43.65509,-79.34066,Fail to protect food from contamination or adulteration - Sec. 26(1) 
DIYIJIA,2022-12-28,C - Crucial,43.66346,-79.3842,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
DONER G TURKISH CUISINE,2023-05-31,C - Crucial,43.73051,-79.46637,Fail to protect food from contamination or adulteration - Sec. 26(1) 
DONER G TURKISH CUISINE,2023-05-31,C - Crucial,43.73051,-79.46637,Fail to process food in manner safe to eat - Sec. 26(2)
DONER G TURKISH CUISINE,2023-05-31,C - Crucial,43.73051,-79.46637,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
DONER G TURKISH CUISINE,2023-05-31,C - Crucial,43.73051,-79.46637,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
DONG KEE CHINESE RESTAURANT,2023-07-12,C - Crucial,43.81941,-79.29475,Fail to protect food from contamination or adulteration - Sec. 26(1) 
DONWAY PLACE,2024-01-03,C - Crucial,43.73456,-79.34025,Handle ice in unsanitary manner - Sec.  26(5) 
DOWNSVIEW MARKET & CONVENIENCE,2023-04-18,C - Crucial,43.72276,-79.49853,Food premise maintained in manner permitting adverse effect on food - Sec. 7(1)(a)(iii) 
DR. LAFFA ON THE GO,2023-01-17,C - Crucial,43.7293,-79.43174,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
DRINK JUICE CO.,2022-09-16,C - Crucial,43.70675,-79.37609,Store ice in unsanitary manner - Sec.  26(5) 
DRUMS N FLATS,2022-08-10,C - Crucial,43.73511,-79.42027,Fail to protect food from contamination or adulteration - Sec. 26(1) 
DRUMS N FLATS,2023-06-09,C - Crucial,43.73511,-79.42027,Fail to protect food from contamination or adulteration - Sec. 26(1) 
DRUMS N FLATS,2023-06-09,C - Crucial,43.73511,-79.42027,Refrigerate potentially hazardous foods at internal temperature above 4 C - Sec. 30(a)
DRUXY'S FAMOUS DELI,2023-05-25,C - Crucial,43.64837,-79.37993,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
DRUXY'S FAMOUS DELI,2023-05-25,C - Crucial,43.64837,-79.37993,Fail to protect food from contamination or adulteration - Sec. 26(1) 
DUFF'S FAMOUS WINGS,2022-11-10,C - Crucial,43.70608,-79.37562,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
DUFF'S FAMOUS WINGS,2022-11-10,C - Crucial,43.70608,-79.37562,Food premise maintained in manner to permit contamination of single-service articles - Sec. 7(1)(h)  
DUFF'S FAMOUS WINGS,2022-11-10,C - Crucial,43.70608,-79.37562,Store ice in unsanitary manner - Sec.  26(5) 
DUNDAS SPRING GARDEN,2022-11-02,C - Crucial,43.65348,-79.39545,Fail to protect food from contamination or adulteration - Sec. 26(1) 
DURBAR INDIAN CUISINE,2023-05-17,C - Crucial,43.64888,-79.4848,Fail to protect food from contamination or adulteration - Sec. 26(1) 
DURBAR INDIAN CUISINE,2023-05-17,C - Crucial,43.64888,-79.4848,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
DV AFRICAN FOOD,2022-11-03,C - Crucial,43.7242,-79.49403,Fail to protect food from contamination or adulteration - Sec. 26(1) 
DYNASTY HOUSE SEAFOOD RESTAURANT,2022-12-19,C - Crucial,43.70463,-79.49224,Fail to ensure storage racks designed to protect against contamination - Sec. 31
Da Ke Yi Snacks,2022-10-07,C - Crucial,43.81403,-79.29152,Fail to protect food from contamination or adulteration - Sec. 26(1) 
Delicious Food,2022-12-08,C - Crucial,43.78659,-79.27669,Fail to protect food from contamination or adulteration - Sec. 26(1) 
Ge's Green Kitchen,2023-09-28,C - Crucial,43.78659,-79.27669,Fail to ensure food handler in food premise refrains from conduct that could result in contamination of food - Sec. 33(1)(h) 
Delicious Paradise Kitchen,2022-10-13,C - Crucial,43.82188,-79.29921,Refrigerate potentially hazardous foods at internal temperature above 4 C - Sec. 30(a)
Delicious Paradise Kitchen,2022-10-13,C - Crucial,43.82188,-79.29921,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
Delicious Paradise Kitchen,2022-10-28,C - Crucial,43.82188,-79.29921,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
EARL'S KITCHEN + BAR,2024-01-17,C - Crucial,43.61464,-79.55584,Handle ice in unsanitary manner - Sec.  26(5) 
EARL'S RESTAURANT,2023-10-18,C - Crucial,43.72608,-79.45147,Refrigerate potentially hazardous foods at internal temperature above 4 C - Sec. 30(a)
EARL'S RESTAURANT,2023-10-18,C - Crucial,43.72608,-79.45147,Hot-holding potentially hazardous foods at internal temperature below 60 C - Sec. 30(a)
EARL'S RESTAURANT,2023-10-18,C - Crucial,43.72608,-79.45147,Fail to protect food from contamination or adulteration - Sec. 26(1) 
EARL'S RESTAURANT,2023-10-18,C - Crucial,43.72608,-79.45147,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
EARL'S RESTAURANT,2023-10-18,C - Crucial,43.72608,-79.45147,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
EAST SIDE MARIO'S,2023-05-02,C - Crucial,43.72394,-79.29072,Fail to protect food from contamination or adulteration - Sec. 26(1) 
EAST YORK RESTAURANT,2023-10-31,C - Crucial,43.68898,-79.34859,Store ice in unsanitary manner - Sec.  26(5) 
EAT BKK THAI KITCHEN,2022-08-26,C - Crucial,43.6606,-79.34299,Distribute potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
EAT BKK THAI KITCHEN,2023-06-02,C - Crucial,43.6606,-79.34299,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
EAT BKK THAI KITCHEN,2023-06-02,C - Crucial,43.6606,-79.34299,Fail to protect food from contamination or adulteration - Sec. 26(1) 
EAT BKK THAI KITCHEN,2022-08-29,C - Crucial,43.66548,-79.40888,Food premise maintained in manner permitting health hazard (Rodents) - Sec. 7(1)(a)(i)    
EAT BKK THAI KITCHEN,2022-08-29,C - Crucial,43.66548,-79.40888,Fail to protect food from contamination or adulteration - Sec. 26(1) 
EAT BKK THAI KITCHEN,2022-09-07,C - Crucial,43.75926,-79.41069,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
EAT BKK THAI KITCHEN,2022-09-07,C - Crucial,43.75926,-79.41069,Fail to protect food from contamination or adulteration - Sec. 26(1) 
EAT BKK THAI KITCHEN,2022-09-07,C - Crucial,43.75926,-79.41069,Store ice in unsanitary manner - Sec.  26(5) 
EAT BKK THAI KITCHEN,2022-10-05,C - Crucial,43.75926,-79.41069,Fail to protect food from contamination or adulteration - Sec. 26(1) 
EAT BKK THAI KITCHEN,2022-10-05,C - Crucial,43.75926,-79.41069,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
EAT LUNCH,2023-03-10,C - Crucial,43.70245,-79.45651,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
ECHO SUSHI,2024-04-19,C - Crucial,43.70127,-79.39753,Food premise maintained in manner permitting adverse effect on food - Sec. 7(1)(a)(iii) 
ECHO SUSHI,2024-04-19,C - Crucial,43.70127,-79.39753,Fail to protect food from contamination or adulteration - Sec. 26(1) 
EDGE BBQ & GRILL FILIPINO CUISINE,2023-02-24,C - Crucial,43.82716,-79.29117,Food premise maintained in manner permitting adverse effect on food - Sec. 7(1)(a)(iii) 
EDGE BBQ & GRILL FILIPINO CUISINE,2023-02-24,C - Crucial,43.82716,-79.29117,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
EGGSMART,2023-03-21,C - Crucial,43.66245,-79.42448,Fail to protect food from contamination or adulteration - Sec. 26(1) 
EGGSTATIC,2023-07-20,C - Crucial,43.7055,-79.37539,Fail to ensure food handler in food premise refrains from conduct that could result in contamination of food areas - Sec. 33(1)(h) 
EHWA,2023-08-24,C - Crucial,43.66794,-79.385,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
EHWA,2023-08-24,C - Crucial,43.66794,-79.385,Food premise maintained in manner permitting adverse effect on food - Sec. 7(1)(a)(iii) 
EL NOUR HALAL PIZZA & WINGS,2023-08-31,C - Crucial,43.69117,-79.47125,Fail to protect food from contamination or adulteration - Sec. 26(1) 
EL RINCON GUERRERENSE,2024-01-29,C - Crucial,43.72227,-79.23533,Fail to protect food from contamination or adulteration - Sec. 26(1) 
EL SAZON DE LA TIA FLOR,2023-02-07,C - Crucial,43.69683,-79.44627,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
EL SAZON MEXICANO,2023-03-20,C - Crucial,43.67716,-79.44774,Fail to protect food from contamination or adulteration - Sec. 26(1) 
EL VENEZOLANO 2,2022-08-04,C - Crucial,43.67985,-79.34134,Handle ice in unsanitary manner - Sec.  26(5) 
EL VENEZOLANO 2,2023-11-23,C - Crucial,43.67985,-79.34134,Refrigerate potentially hazardous foods at internal temperature above 4 C - Sec. 30(a)
ELEMENT LOUNGE & RESTAURANT,2022-08-11,C - Crucial,43.75697,-79.52863,Fail to protect food from contamination or adulteration - Sec. 26(1) 
ELEMENT LOUNGE & RESTAURANT,2022-08-11,C - Crucial,43.75697,-79.52863,Handle ice in unsanitary manner - Sec.  26(5) 
ELFS STUCCO EMPLOYERS SOCIETY,2024-02-16,C - Crucial,43.76357,-79.48945,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
ELMER'S FINE FOODS,2023-10-27,C - Crucial,43.68868,-79.34832,Store ice in unsanitary manner - Sec.  26(5) 
ELMER'S FINE FOODS,2023-10-27,C - Crucial,43.68868,-79.34832,Fail to protect food from contamination or adulteration - Sec. 26(1) 
ELMER'S FINE FOODS,2023-10-27,C - Crucial,43.68868,-79.34832,Display potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
EMBASSY RESTAURANT SAMOSA KING TAKE OUT,2023-11-15,C - Crucial,43.81041,-79.25698,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
EMBASSY RESTAURANT SAMOSA KING TAKE OUT,2023-11-15,C - Crucial,43.81041,-79.25698,Fail to protect food from contamination or adulteration - Sec. 26(1) 
EMBASSY RESTAURANT SAMOSA KING TAKE OUT,2024-04-05,C - Crucial,43.81041,-79.25698,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
EMEYE INJERA & MINI  MART VARIETY,2023-03-08,C - Crucial,43.69145,-79.47062,Fail to ensure room kept free from live birds or animals - Sec. 14(1)
EMPIRE BAKERY,2022-11-22,C - Crucial,43.77947,-79.48073,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
EMPIRE BAKERY,2022-11-22,C - Crucial,43.77947,-79.48073,Fail to protect food from contamination or adulteration - Sec. 26(1) 
EPOCHAL IMP,2024-04-10,C - Crucial,43.67623,-79.35778,Fail to ensure room kept free from live birds or animals - Sec. 14(1)
"ESTHER, QUEEN OF SOUPS",2023-02-01,C - Crucial,43.67041,-79.38723,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
ESTO ES COLOMBIA RESTAURANT,2023-10-24,C - Crucial,43.70665,-79.45344,Fail to protect food from contamination or adulteration - Sec. 26(1) 
ESTO ES COLOMBIA RESTAURANT,2023-10-24,C - Crucial,43.70665,-79.45344,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
ETOBICOKE DANFORTH FOOD MARKET,2023-05-05,C - Crucial,43.75133,-79.59947,Fail to protect food from contamination or adulteration - Sec. 26(1) 
ETOBICOKE DANFORTH FOOD MARKET,2024-06-03,C - Crucial,43.75133,-79.59947,Display potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
EVERBEST BAKERY,2023-09-07,C - Crucial,43.80923,-79.26932,Offer for sale potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
EVERBEST BAKERY,2023-09-07,C - Crucial,43.80923,-79.26932,Fail to protect food from contamination or adulteration - Sec. 26(1) 
EVVIVA RESTAURANT,2024-04-05,C - Crucial,43.64115,-79.38307,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
EXTENDICARE SCARBOROUGH,2023-09-11,C - Crucial,43.76359,-79.21059,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
East Court & Mike's BBQ,2023-01-23,C - Crucial,43.78789,-79.26988,Display potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
East Court & Mike's BBQ,2023-01-23,C - Crucial,43.78789,-79.26988,Fail to protect food from contamination or adulteration - Sec. 26(1) 
Eraa Supermarket,2023-02-21,C - Crucial,43.81773,-79.22304,Fail to protect food from contamination or adulteration - Sec. 26(1) 
Eraa Supermarket,2023-02-21,C - Crucial,43.81773,-79.22304,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
FAHRENHEIT COFFEE,2023-09-14,C - Crucial,43.6435,-79.39352,Store ice in unsanitary manner - Sec.  26(5) 
FAIRBANK PUBLIC SCHOOL,2023-04-26,C - Crucial,43.69436,-79.44942,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
FAM - FOOD & MASTI,2023-10-04,C - Crucial,43.69235,-79.28251,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
FAM - FOOD & MASTI,2023-10-04,C - Crucial,43.69235,-79.28251,Food premise maintained in manner permitting adverse effect on food - Sec. 7(1)(a)(iii) 
FAM - FOOD & MASTI,2023-10-04,C - Crucial,43.69235,-79.28251,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FAMOUS INDIAN SUPERMARKET,2024-03-06,C - Crucial,43.72199,-79.30349,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FARM BOY,2024-03-06,C - Crucial,43.65798,-79.32992,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FARM FRESH SUPERMARKET,2022-09-16,C - Crucial,43.78898,-79.26686,Display potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
FARM FRESH SUPERMARKET,2022-09-16,C - Crucial,43.78898,-79.26686,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FARM FRESH SUPERMARKET,2023-04-25,C - Crucial,43.78898,-79.26686,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FARM FRESH SUPERMARKET,2024-03-04,C - Crucial,43.78898,-79.26686,Display potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
FARM FRESH SUPERMARKET,2024-03-04,C - Crucial,43.78898,-79.26686,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FARM FRESH SUPERMARKET,2024-03-04,C - Crucial,43.78898,-79.26686,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food areas - Sec.  33(1)(e)
FARMHOUSE PRIVATE KITCHEN,2022-11-24,C - Crucial,43.79796,-79.27118,Fail to ensure food handler in food premise refrains from conduct that could result in contamination of food - Sec. 33(1)(h) 
FARNEEM CONVENIENCE,2023-10-03,C - Crucial,43.6798,-79.48202,Hot-holding potentially hazardous foods at internal temperature below 60 C - Sec. 30(a)
FAT BASTARD BURRITO,2023-07-11,C - Crucial,43.67237,-79.3779,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
FBI PIZZA,2022-09-20,C - Crucial,43.61676,-79.48801,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
FBI PIZZA,2022-09-20,C - Crucial,43.61676,-79.48801,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FEED SCARBOROUGH,2024-04-30,C - Crucial,43.77535,-79.17929,Food premise maintained in manner permitting health hazard (Rodents) - Sec. 7(1)(a)(i)    
FIFE HOUSE FOUNDATION - HUNTLEY THP,2023-10-03,C - Crucial,43.66873,-79.37764,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
FIRGROVE PUBLIC SCHOOL,2023-03-07,C - Crucial,43.75201,-79.51991,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
FIRKIN ON BAY ST,2023-03-27,C - Crucial,43.66717,-79.38802,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FIRST BOOST NUTRITION STUDIO,2023-03-30,C - Crucial,43.7758,-79.17294,Fail to ensure room kept free from live birds or animals - Sec. 14(1)
FIRST CLASS DELITES,2023-10-25,C - Crucial,43.68706,-79.49025,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FIVE GUYS BURGERS AND FRIES,2024-04-05,C - Crucial,43.70623,-79.36101,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
FLAVOR BANGLA,2024-06-12,C - Crucial,43.70515,-79.28861,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
FOOD HALL,2023-05-08,C - Crucial,43.66665,-79.35387,Hot-holding potentially hazardous foods at internal temperature below 60 C - Sec. 30(a)
FOODIEEZ INDIAN AND HAKKA CUISINE,2023-04-26,C - Crucial,43.70016,-79.43077,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FOREST HILL FARMHOUSE,2024-01-17,C - Crucial,43.66249,-79.33483,Offer for sale potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
FOREST HILL FARMHOUSE,2024-01-17,C - Crucial,43.66249,-79.33483,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FOREST HILL PLACE,2024-01-08,C - Crucial,43.70625,-79.42524,Food premise maintained in manner to permit contamination of single-service articles - Sec. 7(1)(h)  
FOREST HILL PLACE,2024-01-08,C - Crucial,43.70625,-79.42524,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FORMOCHA,2023-01-23,C - Crucial,43.70692,-79.39608,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FORTUNE SEAFOOD RESTAURANT,2023-03-06,C - Crucial,43.81403,-79.29152,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
FORTUNE SEAFOOD RESTAURANT,2023-03-06,C - Crucial,43.81403,-79.29152,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FORTUNE SEAFOOD RESTAURANT,2023-11-09,C - Crucial,43.81403,-79.29152,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FORTUNE SEAFOOD RESTAURANT,2023-11-09,C - Crucial,43.81403,-79.29152,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
FORTUNE SEAFOOD RESTAURANT,2023-11-09,C - Crucial,43.81403,-79.29152,Store ice in unsanitary manner - Sec.  26(5) 
FOUR SEASONS RESTAURANT,2022-12-13,C - Crucial,43.77057,-79.33465,Fail to ensure food handler in food premise refrains from conduct that could result in contamination of food - Sec. 33(1)(h) 
FOUR SEASONS RESTAURANT,2022-12-13,C - Crucial,43.77057,-79.33465,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
FOUR SEASONS RESTAURANT,2023-04-05,C - Crucial,43.77057,-79.33465,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FOUR SEASONS RESTAURANT,2024-04-03,C - Crucial,43.77057,-79.33465,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FOUR SEASONS RESTAURANT,2024-04-03,C - Crucial,43.77057,-79.33465,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
FOX & FIDDLE,2023-07-20,C - Crucial,43.64007,-79.39406,Fail to ensure food handler in food premise refrains from conduct that could result in contamination of food areas - Sec. 33(1)(h) 
FRAIS BAKERY,2024-03-04,C - Crucial,43.78898,-79.26686,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FRAN'S RESTAURANT,2022-07-25,C - Crucial,43.65452,-79.37913,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FRANCOBOLLO,2022-08-10,C - Crucial,43.73445,-79.41941,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
FRANCOBOLLO,2022-08-18,C - Crucial,43.73445,-79.41941,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
FRANKIES BAR & CAFE,2023-07-12,C - Crucial,43.64436,-79.41844,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FRANKIES BAR & CAFE,2023-07-12,C - Crucial,43.64436,-79.41844,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
FRENCH MADE,2023-10-26,C - Crucial,43.64603,-79.3923,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
FRESH & WILD,2023-01-16,C - Crucial,43.64551,-79.39489,Fail to ensure storage shelves designed to protect against contamination - Sec. 31
FRESH BURGER,2023-07-27,C - Crucial,43.76685,-79.41197,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
FRESH BURRITO,2022-10-20,C - Crucial,43.59753,-79.52088,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food areas - Sec.  33(1)(e)
FRESH BUY MARKET,2023-04-03,C - Crucial,43.69858,-79.39639,Offer for sale potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
FRESH BUY MARKET,2023-04-03,C - Crucial,43.69858,-79.39639,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FRESH BUY MARKET,2023-08-09,C - Crucial,43.69858,-79.39639,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FRESH BUY MARKET,2023-08-09,C - Crucial,43.69858,-79.39639,Offer for sale potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
FRESH BUY MARKET,2023-08-09,C - Crucial,43.69858,-79.39639,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
FRESH FRUIT TEA,2024-02-20,C - Crucial,43.73792,-79.43462,Store ice in unsanitary manner - Sec.  26(5) 
FRESH ON CRAWFORD,2024-01-02,C - Crucial,43.64506,-79.41492,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
FRESH VALUE MARKET,2023-06-05,C - Crucial,43.71676,-79.55462,Operate food premise --- refrigeration equipment for potentially hazardous food not of sufficient size - Sec. 30(a)
FRESH VALUE MARKET,2023-06-05,C - Crucial,43.71676,-79.55462,Hot-holding potentially hazardous foods at internal temperature below 60 C - Sec. 30(a)
FRESH VALUE MARKET,2024-01-10,C - Crucial,43.71676,-79.55462,Fail to ensure storage racks designed to protect against contamination - Sec. 31
FRESH VALUE MARKET,2024-01-10,C - Crucial,43.71676,-79.55462,Display potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
FRESHCO.,2023-02-08,C - Crucial,43.65991,-79.36617,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FRESHII,2023-10-11,C - Crucial,43.64391,-79.40318,Food premise maintained in manner to permit contamination of single-service containers - Sec. 7(1)(h)  
FRESHLY SQUEEZED,2024-03-06,C - Crucial,43.76226,-79.41083,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FRIEDMAN'S FRESH FISH,2023-05-08,C - Crucial,43.71818,-79.42918,Store ice in unsanitary manner - Sec.  26(5) 
FRIENDSHIP RESTAURANT,2022-08-22,C - Crucial,43.77603,-79.32228,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FRIENDSHIP RESTAURANT,2023-08-18,C - Crucial,43.77603,-79.32228,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FRITOU,2024-03-12,C - Crucial,43.74895,-79.55927,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FRITOU,2024-03-12,C - Crucial,43.74895,-79.55927,Food premise maintained in manner to permit contamination of single-service articles - Sec. 7(1)(h)  
FRITOU,2024-03-12,C - Crucial,43.74895,-79.55927,Offer for sale potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
FRUIT BASKET,2022-10-24,C - Crucial,43.69869,-79.39645,Offer for sale potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
FRUIT BASKET,2022-10-24,C - Crucial,43.69869,-79.39645,Food premise maintained in manner to permit contamination of single-service articles - Sec. 7(1)(h)  
FRUIT BASKET,2023-03-30,C - Crucial,43.69869,-79.39645,Fail to protect food from contamination or adulteration - Sec. 26(1) 
